Freq [THz],"dB(S(1,1)) [] - l1='2um' w2='2um'","dB(S(1,1)) [] - l1='4um' w2='2um'","dB(S(1,1)) [] - l1='6um' w2='2um'","dB(S(1,1)) [] - l1='8um' w2='2um'","dB(S(1,1)) [] - l1='2um' w2='4um'","dB(S(1,1)) [] - l1='4um' w2='4um'","dB(S(1,1)) [] - l1='6um' w2='4um'","dB(S(1,1)) [] - l1='8um' w2='4um'","dB(S(1,1)) [] - l1='2um' w2='6um'","dB(S(1,1)) [] - l1='4um' w2='6um'","dB(S(1,1)) [] - l1='6um' w2='6um'","dB(S(1,1)) [] - l1='8um' w2='6um'","dB(S(1,1)) [] - l1='2um' w2='8um'","dB(S(1,1)) [] - l1='4um' w2='8um'","dB(S(1,1)) [] - l1='6um' w2='8um'","dB(S(1,1)) [] - l1='8um' w2='8um'","dB(S(1,1)) [] - l1='2um' w2='2um'","dB(S(1,1)) [] - l1='4um' w2='2um'","dB(S(1,1)) [] - l1='6um' w2='2um'","dB(S(1,1)) [] - l1='8um' w2='2um'","dB(S(1,1)) [] - l1='2um' w2='4um'","dB(S(1,1)) [] - l1='4um' w2='4um'","dB(S(1,1)) [] - l1='6um' w2='4um'","dB(S(1,1)) [] - l1='8um' w2='4um'","dB(S(1,1)) [] - l1='2um' w2='6um'","dB(S(1,1)) [] - l1='4um' w2='6um'","dB(S(1,1)) [] - l1='6um' w2='6um'","dB(S(1,1)) [] - l1='8um' w2='6um'","dB(S(1,1)) [] - l1='2um' w2='8um'","dB(S(1,1)) [] - l1='4um' w2='8um'","dB(S(1,1)) [] - l1='6um' w2='8um'","dB(S(1,1)) [] - l1='8um' w2='8um'","dB(S(1,1)) [] - l1='2um' w2='2um'","dB(S(1,1)) [] - l1='4um' w2='2um'","dB(S(1,1)) [] - l1='6um' w2='2um'","dB(S(1,1)) [] - l1='8um' w2='2um'","dB(S(1,1)) [] - l1='2um' w2='4um'","dB(S(1,1)) [] - l1='4um' w2='4um'","dB(S(1,1)) [] - l1='6um' w2='4um'","dB(S(1,1)) [] - l1='8um' w2='4um'","dB(S(1,1)) [] - l1='2um' w2='6um'","dB(S(1,1)) [] - l1='4um' w2='6um'","dB(S(1,1)) [] - l1='6um' w2='6um'","dB(S(1,1)) [] - l1='8um' w2='6um'","dB(S(1,1)) [] - l1='2um' w2='8um'","dB(S(1,1)) [] - l1='4um' w2='8um'","dB(S(1,1)) [] - l1='6um' w2='8um'","dB(S(1,1)) [] - l1='8um' w2='8um'","dB(S(1,1)) [] - l1='2um' w1='50um' w2='2um'","dB(S(1,1)) [] - l1='4um' w1='50um' w2='2um'","dB(S(1,1)) [] - l1='6um' w1='50um' w2='2um'","dB(S(1,1)) [] - l1='8um' w1='50um' w2='2um'","dB(S(1,1)) [] - l1='2um' w1='50um' w2='4um'","dB(S(1,1)) [] - l1='4um' w1='50um' w2='4um'","dB(S(1,1)) [] - l1='6um' w1='50um' w2='4um'","dB(S(1,1)) [] - l1='8um' w1='50um' w2='4um'","dB(S(1,1)) [] - l1='2um' w1='50um' w2='6um'","dB(S(1,1)) [] - l1='4um' w1='50um' w2='6um'","dB(S(1,1)) [] - l1='6um' w1='50um' w2='6um'","dB(S(1,1)) [] - l1='8um' w1='50um' w2='6um'","dB(S(1,1)) [] - l1='2um' w1='50um' w2='8um'","dB(S(1,1)) [] - l1='4um' w1='50um' w2='8um'","dB(S(1,1)) [] - l1='6um' w1='50um' w2='8um'","dB(S(1,1)) [] - l1='8um' w1='50um' w2='8um'","dB(S(1,1)) [] - l1='2um' w1='60um' w2='2um'","dB(S(1,1)) [] - l1='4um' w1='60um' w2='2um'","dB(S(1,1)) [] - l1='6um' w1='60um' w2='2um'","dB(S(1,1)) [] - l1='8um' w1='60um' w2='2um'","dB(S(1,1)) [] - l1='2um' w1='60um' w2='4um'","dB(S(1,1)) [] - l1='4um' w1='60um' w2='4um'","dB(S(1,1)) [] - l1='6um' w1='60um' w2='4um'","dB(S(1,1)) [] - l1='8um' w1='60um' w2='4um'","dB(S(1,1)) [] - l1='2um' w1='60um' w2='6um'","dB(S(1,1)) [] - l1='4um' w1='60um' w2='6um'","dB(S(1,1)) [] - l1='6um' w1='60um' w2='6um'","dB(S(1,1)) [] - l1='8um' w1='60um' w2='6um'","dB(S(1,1)) [] - l1='2um' w1='60um' w2='8um'","dB(S(1,1)) [] - l1='4um' w1='60um' w2='8um'","dB(S(1,1)) [] - l1='6um' w1='60um' w2='8um'","dB(S(1,1)) [] - l1='8um' w1='60um' w2='8um'","dB(S(1,1)) [] - l1='2um' w2='2um'","dB(S(1,1)) [] - l1='4um' w2='2um'","dB(S(1,1)) [] - l1='6um' w2='2um'","dB(S(1,1)) [] - l1='8um' w2='2um'","dB(S(1,1)) [] - l1='2um' w2='4um'","dB(S(1,1)) [] - l1='4um' w2='4um'","dB(S(1,1)) [] - l1='6um' w2='4um'","dB(S(1,1)) [] - l1='8um' w2='4um'","dB(S(1,1)) [] - l1='2um' w2='6um'","dB(S(1,1)) [] - l1='4um' w2='6um'","dB(S(1,1)) [] - l1='6um' w2='6um'","dB(S(1,1)) [] - l1='8um' w2='6um'","dB(S(1,1)) [] - l1='2um' w2='8um'","dB(S(1,1)) [] - l1='4um' w2='8um'","dB(S(1,1)) [] - l1='6um' w2='8um'","dB(S(1,1)) [] - l1='8um' w2='8um'","dB(S(1,1)) [] - l1='2um' w2='2um'","dB(S(1,1)) [] - l1='4um' w2='2um'","dB(S(1,1)) [] - l1='6um' w2='2um'","dB(S(1,1)) [] - l1='8um' w2='2um'","dB(S(1,1)) [] - l1='2um' w2='4um'","dB(S(1,1)) [] - l1='4um' w2='4um'","dB(S(1,1)) [] - l1='6um' w2='4um'","dB(S(1,1)) [] - l1='8um' w2='4um'","dB(S(1,1)) [] - l1='2um' w2='6um'","dB(S(1,1)) [] - l1='4um' w2='6um'","dB(S(1,1)) [] - l1='6um' w2='6um'","dB(S(1,1)) [] - l1='8um' w2='6um'","dB(S(1,1)) [] - l1='2um' w2='8um'","dB(S(1,1)) [] - l1='4um' w2='8um'","dB(S(1,1)) [] - l1='6um' w2='8um'","dB(S(1,1)) [] - l1='8um' w2='8um'"
2.386666667,-15.79109895,-18.04547536,-16.72827039,-16.50616374,-14.17671837,-19.433667,-19.28258144,-16.00164851,-25.99772326,-14.88630414,-16.36795996,-18.14039453,-17.06959121,-18.19951326,-15.67252232,-15.42185875,-13.88369974,-14.28417556,-14.27943523,-13.8492759,-12.56884734,-15.46007115,-14.0520549,-13.62164183,-15.93439164,-14.61999934,-15.12433823,-12.32103105,-14.82177667,-18.33596725,-13.24623472,-14.87343196,-12.76702333,-14.56795536,-18.70322916,-13.40713181,-16.60669645,-16.2941076,-16.53182449,-14.32802947,-15.79838602,-15.93197313,-16.48561256,-14.80087678,-16.13808635,-16.59507297,-16.34332689,-16.06123154,-12.18098073,-11.46992767,-11.67433017,-11.84992686,-12.03908071,-11.53691329,-13.19535655,-12.25912584,-13.14003375,-12.01929171,-12.08364931,-12.98438761,-12.02149949,-11.53779199,-12.0422725,-13.59705156,-12.35951827,-14.14445821,-12.3894171,-12.49154226,-13.83616832,-8.391141451,-10.29593029,-10.65727819,-11.30820337,-9.767524053,-11.45202969,-10.79951943,-12.00420055,-11.96363135,-12.42424973,-8.222734028,-15.09744241,-15.18739508,-15.13741003,-14.98260355,-15.38602549,-15.38216735,-16.83603426,-14.80477927,-16.48338285,-16.65568513,-16.73070249,-15.09697192,-16.32533413,-19.48872254,-17.11450959,-16.13571489,-17.29523068,-15.75750297,-15.82561384,-14.6908233,-17.08181137,-17.32302731,-17.08520686,-14.33023824,-17.25141921,-16.72253689,-15.64513996,-16.90304846,-11.69446157,-15.83851184,-16.0471831,-16.3734269
2.4,-16.00853633,-18.25278075,-16.83855121,-16.63942998,-14.28098859,-19.68743513,-19.44121724,-15.91665318,-27.21824555,-14.97510658,-16.54283465,-18.29367914,-17.29803344,-18.30545004,-15.85673776,-15.46517937,-14.06295923,-14.39105638,-14.48993383,-14.03739138,-12.67775153,-15.56056057,-14.18197045,-13.72577938,-16.15740665,-14.53403273,-15.23566782,-12.45989609,-14.9321884,-18.35922554,-13.39075189,-14.87452542,-12.95781669,-14.68256788,-18.75691,-13.49011852,-16.78258045,-16.47781301,-16.87686794,-14.44545446,-15.97566002,-16.0652402,-16.57104853,-14.87612415,-16.29042423,-16.70001553,-16.41563936,-15.95238792,-12.17815519,-11.46224103,-11.66208626,-11.82575377,-12.02307915,-11.51350456,-13.19515199,-12.23383914,-13.13888844,-11.99753861,-12.06422738,-12.98627663,-12.00027146,-11.53224832,-12.01643254,-13.53408331,-12.34882999,-14.18578207,-12.38653718,-12.49881099,-13.93972493,-8.374789304,-10.29901295,-10.65114299,-11.30954633,-9.763884971,-11.4443303,-10.77685681,-12.02163906,-11.95875909,-12.42666075,-8.221936173,-15.28887801,-15.36892496,-15.30156171,-15.07968391,-15.53545056,-15.52486361,-16.89452979,-14.99662976,-16.56396619,-16.8092718,-16.82513397,-15.18546828,-16.37457679,-19.89948556,-17.14455941,-16.18662548,-17.44466947,-15.94449258,-15.98018071,-14.83080434,-17.21915202,-17.3356767,-17.00209873,-14.43235299,-17.34771362,-16.81871942,-15.63997851,-17.09572316,-11.83382684,-15.79206734,-16.06921943,-16.54569883
2.413333333,-16.23064079,-18.45523896,-16.93814909,-16.77237026,-14.40585072,-19.9173152,-19.56384343,-15.80972519,-28.41358807,-15.06598502,-16.71657237,-18.40067675,-17.5381407,-18.39913875,-16.04601677,-15.49876189,-14.24909178,-14.50370204,-14.70883332,-14.2320466,-12.79616825,-15.66229305,-14.31902385,-13.83552366,-16.38901009,-14.47310693,-15.34664814,-12.64130862,-15.04176504,-18.33987539,-13.54239448,-14.87726147,-13.15837319,-14.79739389,-18.78959011,-13.57421407,-16.95936686,-16.65740865,-17.23467292,-14.56294831,-16.15552707,-16.19470061,-16.6522323,-14.94598701,-16.44099419,-16.79543999,-16.47886958,-15.82868034,-12.17485873,-11.45447831,-11.64976866,-11.80147377,-12.00673623,-11.49013559,-13.19437338,-12.20791281,-13.13668808,-11.97548836,-12.0445602,-12.98632777,-11.97875551,-11.52669167,-11.99036402,-13.47089908,-12.33810858,-14.22588417,-12.38348561,-12.50559774,-14.04589837,-8.35839228,-10.30236444,-10.64494136,-11.31081167,-9.760232275,-11.43667763,-10.75405434,-12.03867189,-11.95369489,-12.4287333,-8.221150356,-15.48385006,-15.55367645,-15.4692381,-15.17781358,-15.68524486,-15.66743125,-16.9471495,-15.19317568,-16.63843277,-16.96341186,-16.9194,-15.27503371,-16.41851675,-20.30803668,-17.16623036,-16.22844158,-17.596313,-16.13370749,-16.13711239,-14.97143624,-17.34868466,-17.34701219,-16.91229194,-14.53473039,-17.43841767,-16.90709001,-15.64673174,-17.284422,-11.97899905,-15.74865013,-16.08413975,-16.72342143
2.426666667,-16.45754558,-18.65212699,-17.02608262,-16.90496631,-14.55167922,-20.11655285,-19.64479402,-15.68129047,-29.35668336,-15.159551,-16.88888185,-18.45317909,-17.79589298,-18.48055553,-16.24063005,-15.52697033,-14.44253514,-14.62256551,-14.93668753,-14.43361938,-12.92380539,-15.76582877,-14.4637577,-13.95126884,-16.62985037,-14.43692546,-15.45727205,-12.93632358,-15.15032934,-18.27483215,-13.70180619,-14.88217006,-13.37098431,-14.91265422,-18.80080697,-13.65981619,-17.13698575,-16.83193097,-17.60525504,-14.68050013,-16.33805619,-16.32011158,-16.72921046,-15.01039768,-16.58958548,-16.880752,-16.53301773,-15.69149628,-12.17108438,-11.44663824,-11.63737749,-11.77709545,-11.99006179,-11.46681601,-13.19300674,-12.18136281,-13.13343591,-11.95315764,-12.02465456,-12.98450154,-11.95696184,-11.52112558,-11.96407149,-13.40753028,-12.32735624,-14.26472609,-12.38023542,-12.51188902,-14.15478964,-8.341952703,-10.30598857,-10.63867249,-11.31199919,-9.756565488,-11.42907627,-10.73111778,-12.05528653,-11.94844065,-12.43046869,-8.22037784,-15.68244509,-15.7417016,-15.64060792,-15.27713073,-15.83537303,-15.80982539,-16.99466764,-15.39455694,-16.70704665,-17.11808391,-17.01448331,-15.3658545,-16.45734203,-20.7062678,-17.18010122,-16.26146195,-17.75018709,-16.32512307,-16.29661704,-15.11265329,-17.46986037,-17.3577577,-16.818389,-14.63751403,-17.52356709,-16.98757007,-15.66504252,-17.46786635,-12.13024151,-15.70890308,-16.0921335,-16.90672906
2.44,-16.68938959,-18.84271936,-17.10137856,-17.03720131,-14.71854008,-20.27792969,-19.67884189,-15.53195041,-29.69199509,-15.25646454,-17.05945996,-18.44379785,-18.08319234,-18.54981981,-16.44086855,-15.55338456,-14.64376286,-14.74811632,-15.17409949,-14.64251653,-13.0604289,-15.87178203,-14.61674749,-14.07344296,-16.88064227,-14.42513574,-15.56753282,-13.45713652,-15.257368,-18.16169813,-13.8699598,-14.88974618,-13.59958645,-15.028614,-18.79042669,-13.7474099,-17.31536274,-17.00036513,-17.98843749,-14.7980993,-16.52331977,-16.44124486,-16.80204524,-15.06934327,-16.7359827,-16.95537094,-16.57820251,-15.54229181,-12.1668253,-11.43871953,-11.62491294,-11.75262758,-11.97306592,-11.44355568,-13.19103849,-12.15420836,-13.12913577,-11.93056324,-12.00451744,-12.98076093,-11.93490112,-11.51555372,-11.93756005,-13.34400789,-12.31657526,-14.30226386,-12.37675862,-12.51767129,-14.26650522,-8.325472993,-10.30988912,-10.63233561,-11.31310876,-9.752884118,-11.42153099,-10.70805309,-12.07147154,-11.94299843,-12.43186864,-8.219619928,-15.8847527,-15.93303854,-15.8158459,-15.37777727,-15.98579992,-15.95200198,-17.03796129,-15.60091256,-16.77017663,-17.27326564,-17.11109201,-15.4581284,-16.49127675,-21.08315394,-17.18683856,-16.28613151,-17.90629474,-16.51871183,-16.45892486,-15.25438458,-17.5822168,-17.36862266,-16.72282873,-14.74086745,-17.60322609,-17.06018785,-15.69454978,-17.64461428,-12.28782273,-15.67341324,-16.09337709,-17.09574129
2.453333333,-16.92631774,-19.02629834,-17.16307919,-17.1690598,-14.90626382,-20.39416503,-19.6615709,-15.36243959,-29.18273656,-15.35743454,-17.22799287,-18.36668594,-18.42686749,-18.60718716,-16.6470455,-15.58006527,-14.85328792,-14.88084033,-15.42172708,-14.85917655,-13.20585029,-15.98082138,-14.77860595,-14.20251186,-17.1421756,-14.43734884,-15.6774241,-14.28874001,-15.36196573,-17.99881706,-14.04860496,-14.90044297,-13.85160203,-15.14558699,-18.75865106,-13.837588,-17.49441891,-17.16166405,-18.38378214,-14.91573549,-16.71139375,-16.55788896,-16.87081333,-15.12287104,-16.87996662,-17.01872981,-16.61466603,-15.38255406,-12.16207489,-11.43072086,-11.6123752,-11.72807906,-11.95575896,-11.42036464,-13.18845541,-12.12647168,-13.12379199,-11.90772211,-11.98415607,-12.97507164,-11.91258445,-11.50997982,-11.9108353,-13.28036247,-12.30576802,-14.3384469,-12.37302641,-12.52293102,-14.38115741,-8.308955674,-10.31406978,-10.62592993,-11.31414032,-9.749187655,-11.41404677,-10.68486642,-12.08721645,-11.93737049,-12.43293528,-8.218877962,-16.09086566,-16.12770508,-15.99513207,-15.47989797,-16.13649071,-16.09391784,-17.07799761,-15.81237923,-16.82829812,-17.42893379,-17.20967638,-15.55206478,-16.52057779,-21.42439233,-17.18718468,-16.30303944,-18.06460901,-16.71444341,-16.62428961,-15.39655381,-17.68540114,-17.38029644,-16.62785493,-14.8449755,-17.67748565,-17.12508664,-15.73488386,-17.81305955,-12.45201381,-15.64271613,-16.08801654,-17.29055766
2.466666667,-17.16848126,-19.20216537,-17.21024652,-17.30052759,-15.11451414,-20.45846068,-19.5897118,-15.17357986,-27.98257173,-15.46321915,-17.39415764,-18.21815574,-18.89857005,-18.65303795,-16.85949855,-15.60781525,-15.07166691,-15.02123925,-15.68028944,-15.08407269,-13.35991511,-16.09366945,-14.94998805,-14.33898342,-17.41532525,-14.47315312,-15.78693996,-15.64012931,-15.46270112,-17.78523939,-14.24176454,-14.91466516,-14.14188972,-15.26393993,-18.70600817,-13.93107649,-17.6740706,-17.31477382,-18.79050072,-15.03339869,-16.90235784,-16.66985122,-16.93560464,-15.17109337,-17.02131517,-17.07027451,-16.64277606,-15.21376909,-12.15682673,-11.42264088,-11.59976453,-11.70345896,-11.93815145,-11.39725317,-13.18524473,-12.09817767,-13.11740942,-11.88465123,-11.96357788,-12.96740226,-11.89002336,-11.50440773,-11.88390342,-13.21662415,-12.29493699,-14.37321669,-12.36900949,-12.52765468,-14.49886475,-8.292403369,-10.31853423,-10.61945472,-11.31509391,-9.74547557,-11.40662876,-10.6615641,-12.10251177,-11.93155927,-12.43367115,-8.218153329,-16.30087992,-16.32569045,-16.1786507,-15.58363948,-16.28741085,-16.23553072,-17.11581968,-16.02908949,-16.88199341,-17.58506406,-17.31047131,-15.64788475,-16.54553071,-21.71250148,-17.18194457,-16.3129135,-18.22506408,-16.91228454,-16.79299003,-15.53907917,-17.77919254,-17.39344336,-16.53550004,-14.95004573,-17.74646145,-17.18253092,-15.78565968,-17.97143807,-12.62308492,-15.61729994,-16.07614782,-17.49125108
2.48,-17.41603806,-19.36965327,-17.2419618,-17.43159173,-15.34284674,-20.46513335,-19.46137734,-14.96623395,-26.44859931,-15.57462614,-17.55762403,-17.99704025,-19.73273212,-18.68786262,-17.07859233,-15.6366305,-15.29950474,-15.16982988,-15.95057424,-15.31771623,-13.52249196,-16.21110237,-15.131597,-14.48341242,-17.70106289,-14.53212247,-15.89607481,-18.70358845,-15.55749629,-17.52059377,-14.46298261,-14.93276283,-14.48169203,-15.38409704,-18.63332774,-14.02876663,-17.85422925,-17.45866612,-19.20734199,-15.15107911,-17.09629578,-16.77695966,-16.99652095,-15.21419218,-17.15980454,-17.10946288,-16.66302559,-15.03739616,-12.15566184,-13.340136,-12.82937831,-12.69469118,-16.43263531,-13.1356206,-11.10940444,-14.31027674,-10.74492295,-13.12892967,-8.47812149,-12.15695257,-10.1484452,-6.687436192,-10.41534608,-15.98110243,-10.95291261,-13.54783824,-13.12878675,-13.45929395,-16.69933178,5.028854241,-12.27931265,-12.30353323,-6.996644071,-17.30566337,-11.75498025,-15.36487625,-11.72470312,-6.272263977,-9.355224858,-9.069049263,-16.51489465,-16.52694448,-16.36658887,-15.68914904,-16.43852617,-16.37679935,-17.1525317,-16.25116954,-16.93195009,-17.74163101,-17.41354741,-15.74582119,-16.56644486,-21.92775306,-17.17197257,-16.3166109,-18.38754402,-17.11219903,-16.96533126,-15.68187321,-17.8635233,-17.40869794,-16.44758073,-15.05630982,-17.8102916,-17.23291003,-15.84646746,-18.11784416,-12.8013006,-15.59760944,-16.05779486,-17.6978598
2.493333333,-17.66915298,-19.52813891,-17.25731869,-17.56224037,-15.59075484,-20.41023208,-19.27614462,-14.74126156,-24.84173149,-15.69251329,-17.71805669,-17.70469474,-21.41817747,-18.71224456,-17.30472117,-15.66609023,-15.53745995,-15.32714309,-16.23344602,-15.56066008,-13.69346158,-16.33394894,-15.32419106,-14.63640576,-18.00047077,-14.61381995,-16.00482344,-12.14553661,-15.64341175,-17.20487305,-14.82009101,-14.95502548,-13.04633801,-15.50654438,-18.54170389,-14.13175508,-18.03480129,-17.59237714,-19.63245156,-15.26876729,-17.29329558,-16.87906465,-17.0536745,-15.25242274,-17.29521041,-17.13576428,-16.67602996,-14.85484887,-12.15271806,-12.48265625,-11.75214027,-11.57825852,-12.50471582,-11.23554906,-10.58703618,-11.12213385,-10.97654501,-10.02065597,-7.894331264,-10.04407084,-6.872922406,-7.298228326,-7.678427809,-11.13673645,-10.72390713,-13.49166684,-11.31115219,-13.17794909,-10.00250525,-2.472164567,-10.8064246,-12.25060187,-8.17739424,-12.24452405,-9.990762964,-8.344806505,-9.577135418,-6.047786812,-6.672829172,-9.150311978,-16.73301227,-16.73136361,-16.55913439,-15.7965729,-16.58980287,-16.51768349,-17.18928396,-16.47873641,-16.97895808,-17.89860801,-17.5188595,-15.84611874,-16.58364761,-22.05023823,-17.15815902,-16.31510606,-18.5518687,-17.31414779,-17.14164595,-15.82484278,-17.93849743,-17.42666024,-16.36570176,-15.16402501,-17.86913406,-17.27673935,-15.91686046,-18.25025897,-12.98691345,-15.58404951,-16.03288448,-17.91037751
2.506666667,-17.9240835,-19.41112375,-17.25540824,-17.66972694,-15.85769918,-20.28952978,-19.03456989,-14.49718547,-23.27460916,-15.8183976,-17.84748052,-17.3444122,-21.45799656,-18.68038336,-17.53574724,-15.25065039,-15.78972035,-15.49368345,-16.53028654,-15.81135064,-13.87381726,-16.46070934,-15.52859166,-14.79862842,-18.31388524,-14.72041918,-15.95034656,-12.79073385,-15.78661981,-16.83657585,-14.78233248,-14.98734815,-14.77955261,-15.62795145,-18.42880127,-14.24420279,-18.19211994,-17.71245916,-20.50393581,-15.36630831,-17.49113028,-16.93647608,-17.02997458,-15.2842206,-17.38137252,-17.15243794,-16.68017934,-14.66468322,-12.15107462,-11.41447822,-11.58708123,-11.67877647,-11.92025422,-11.37423175,-13.18139413,-12.06935359,-13.10999342,-11.86136768,-11.94279054,-12.95772446,-11.8672298,-11.49884135,-11.85677114,-13.15282268,-12.28408473,-14.40650519,-12.36467842,-12.53182874,-14.6197524,-8.275818809,-10.32328603,-10.61290925,-11.31596963,-9.741747313,-11.39928234,-10.6381527,-12.11734894,-11.92556739,-12.4340792,-8.217447456,-16.95025075,-16.94296196,-16.75678682,-15.90605431,-16.73506081,-16.65278885,-17.20769021,-16.71318894,-17.02200921,-18.01321664,-17.75359716,-15.94724851,-16.59747777,-22.06024077,-17.14208689,-16.29754217,-18.71991849,-17.51518048,-17.31926717,-15.96936498,-18.00117579,-17.44503415,-16.29154793,-15.26578942,-17.83420861,-17.31155725,-16.00651686,-18.36758428,-13.18056094,-15.58156808,-16.00655315,-18.13345962
2.52,-18.18082054,-19.00559134,-17.23529395,-17.74717777,-16.14312142,-20.09789724,-18.73794026,-14.2332462,-21.778407,-15.95338641,-17.940206,-16.91999584,-21.62198536,-18.5797328,-17.77270923,-15.43975431,-16.05691214,-15.67006868,-16.84254047,-16.07202978,-14.06411863,-16.59268772,-15.74569275,-14.97080991,-18.64340971,-14.84942692,-16.0483515,-7.092312576,-16.03596201,-16.41399341,-15.07804514,-15.03161665,-15.03682184,-15.74880511,-18.29554519,-14.37509385,-18.32489291,-17.81689028,-22.2736454,-15.44226919,-17.6914648,-16.95423936,-16.92019731,-15.30903521,-17.41206527,-17.16192746,-16.67479234,-14.46756953,-12.14693386,-11.97039385,-13.86838075,-12.91794013,-13.90522128,-14.4178351,-13.91232196,-13.42640623,-11.95855665,-14.44632212,-14.27580855,-9.773570502,-14.53965036,-15.58105818,-14.78704411,-16.57316964,-12.30167854,-12.05005188,-19.0989762,-12.25648831,-11.2525539,-14.72249363,-12.31322138,-13.26823564,-16.08893443,-18.18402639,-13.30321884,-14.6468251,-15.16353592,-14.54289067,-15.62236394,-13.32214689,-17.16755544,-17.16444533,-16.96096788,-16.01773109,-16.87368651,-16.78179213,-17.21272629,-16.95406842,-17.06081382,-18.08362937,-18.06122844,-16.04982252,-16.60827783,-21.93760585,-17.12433269,-16.26358833,-18.89314413,-17.71389463,-17.49869817,-16.11555342,-18.05065235,-17.46529361,-16.22496191,-15.36319871,-17.69615772,-17.33704925,-16.11388643,-18.46677664,-13.38329833,-15.58912534,-15.98409837,-18.36835204
2.533333333,-18.44302254,-18.57233489,-17.19597465,-17.81372878,-16.44643977,-19.83599573,-18.38879682,-13.95110949,-20.35682511,-16.09775762,-18.02070417,-16.43621157,-21.77867814,-18.45262745,-18.01880016,-15.5300887,-16.33639602,-15.85707082,-17.17116649,-16.34631107,-14.26352462,-16.73314864,-15.97647181,-15.15375151,-18.99165882,-14.99779532,-16.22719469,-14.05571318,-16.31189978,-15.93641008,-15.33308208,-15.08327108,-15.31394017,-15.87330886,-18.14643814,-14.5266798,-18.45576416,-17.90625706,-25.19274209,-15.5161043,-17.89733465,-16.9734892,-16.80051881,-15.32834972,-17.43058621,-17.16134485,-16.66190912,-14.26686305,-12.14481258,-11.40623145,-11.57432562,-11.65404095,-11.90207832,-11.35131108,-13.17689177,-12.04002853,-13.1015498,-11.83788854,-11.92180192,-12.94601318,-11.84421617,-11.49328472,-11.82944582,-13.08898744,-12.27321389,-14.438233,-12.36000395,-12.53543975,-14.74395266,-8.259204832,-10.32832872,-10.60629283,-11.31676766,-9.738002317,-11.3920131,-10.61463897,-12.13172025,-11.91939769,-12.43416285,-8.216761816,-17.39025916,-17.39226744,-17.17211315,-16.13173262,-17.01144684,-16.90974654,-17.22588414,-17.19993345,-17.09745379,-18.15188078,-18.31518151,-16.15593086,-16.61638506,-21.67497734,-17.10481185,-16.22524191,-19.0699029,-17.91228717,-17.68321012,-16.26192173,-18.08957249,-17.4907547,-16.16639258,-15.4645454,-17.54164707,-17.35615836,-16.22843865,-18.54395714,-13.5953364,-15.60192036,-15.96232778,-18.61088632
2.546666667,-18.71033842,-18.11011813,-17.13633311,-17.86772287,-16.7670256,-19.50488184,-17.98962499,-13.65009817,-18.9969366,-16.25239917,-18.08734305,-15.8975619,-21.92606927,-18.29938618,-18.27447271,-15.54076132,-16.62915731,-16.05548813,-17.51759775,-16.6352673,-14.47209745,-16.88287356,-16.22200262,-15.34833425,-19.36035445,-15.16584032,-16.43606615,-14.70440411,-16.57142862,-15.40052996,-15.59569333,-15.14298234,-15.60273964,-16.00178622,-17.98233667,-14.69699483,-18.58402907,-17.97879993,-30.52613528,-15.58759488,-18.10894747,-16.99402192,-16.67180263,-15.34198073,-17.43627638,-17.15072977,-16.6416301,-14.06308722,-12.13803492,-11.39789915,-11.5614981,-11.62926191,-11.88363504,-11.32850207,-13.1717263,-12.010233,-13.09208482,-11.81423093,-11.90062011,-12.93224682,-11.8209953,-11.48774193,-11.80193544,-13.02514739,-12.2623272,-14.4683072,-12.35495746,-12.5384743,-14.87160542,-8.242564384,-10.33366573,-10.5996048,-11.3174883,-9.734239989,-11.38482684,-10.5910299,-12.1456188,-11.91305322,-12.43392592,-8.216097927,-17.61828631,-17.62609913,-17.39060764,-16.24817614,-17.14816198,-17.03646488,-17.24770193,-17.45077824,-17.13252036,-18.217829,-18.53345273,-16.26575205,-16.62212094,-21.27408251,-17.08419504,-16.18292115,-19.25008036,-18.10975258,-17.87294805,-16.40836253,-18.11776049,-17.52143908,-16.11688973,-15.56997711,-17.37167655,-17.36899323,-16.35020026,-18.59633272,-13.81700898,-15.62015904,-15.94166274,-18.861154
