Freq [THz],"dB(S(1,1)) [] - l1='2um' w2='2um'","dB(S(1,1)) [] - l1='4um' w2='2um'","dB(S(1,1)) [] - l1='6um' w2='2um'","dB(S(1,1)) [] - l1='8um' w2='2um'","dB(S(1,1)) [] - l1='2um' w2='4um'","dB(S(1,1)) [] - l1='4um' w2='4um'","dB(S(1,1)) [] - l1='6um' w2='4um'","dB(S(1,1)) [] - l1='8um' w2='4um'","dB(S(1,1)) [] - l1='2um' w2='6um'","dB(S(1,1)) [] - l1='4um' w2='6um'","dB(S(1,1)) [] - l1='6um' w2='6um'","dB(S(1,1)) [] - l1='8um' w2='6um'","dB(S(1,1)) [] - l1='2um' w2='8um'","dB(S(1,1)) [] - l1='4um' w2='8um'","dB(S(1,1)) [] - l1='6um' w2='8um'","dB(S(1,1)) [] - l1='8um' w2='8um'","dB(S(1,1)) [] - l1='2um' w2='2um'","dB(S(1,1)) [] - l1='4um' w2='2um'","dB(S(1,1)) [] - l1='6um' w2='2um'","dB(S(1,1)) [] - l1='8um' w2='2um'","dB(S(1,1)) [] - l1='2um' w2='4um'","dB(S(1,1)) [] - l1='4um' w2='4um'","dB(S(1,1)) [] - l1='6um' w2='4um'","dB(S(1,1)) [] - l1='8um' w2='4um'","dB(S(1,1)) [] - l1='2um' w2='6um'","dB(S(1,1)) [] - l1='4um' w2='6um'","dB(S(1,1)) [] - l1='6um' w2='6um'","dB(S(1,1)) [] - l1='8um' w2='6um'","dB(S(1,1)) [] - l1='2um' w2='8um'","dB(S(1,1)) [] - l1='4um' w2='8um'","dB(S(1,1)) [] - l1='6um' w2='8um'","dB(S(1,1)) [] - l1='8um' w2='8um'","dB(S(1,1)) [] - l1='2um' w2='2um'","dB(S(1,1)) [] - l1='4um' w2='2um'","dB(S(1,1)) [] - l1='6um' w2='2um'","dB(S(1,1)) [] - l1='8um' w2='2um'","dB(S(1,1)) [] - l1='2um' w2='4um'","dB(S(1,1)) [] - l1='4um' w2='4um'","dB(S(1,1)) [] - l1='6um' w2='4um'","dB(S(1,1)) [] - l1='8um' w2='4um'","dB(S(1,1)) [] - l1='2um' w2='6um'","dB(S(1,1)) [] - l1='4um' w2='6um'","dB(S(1,1)) [] - l1='6um' w2='6um'","dB(S(1,1)) [] - l1='8um' w2='6um'","dB(S(1,1)) [] - l1='2um' w2='8um'","dB(S(1,1)) [] - l1='4um' w2='8um'","dB(S(1,1)) [] - l1='6um' w2='8um'","dB(S(1,1)) [] - l1='8um' w2='8um'","dB(S(1,1)) [] - l1='2um' w1='50um' w2='2um'","dB(S(1,1)) [] - l1='4um' w1='50um' w2='2um'","dB(S(1,1)) [] - l1='6um' w1='50um' w2='2um'","dB(S(1,1)) [] - l1='8um' w1='50um' w2='2um'","dB(S(1,1)) [] - l1='2um' w1='50um' w2='4um'","dB(S(1,1)) [] - l1='4um' w1='50um' w2='4um'","dB(S(1,1)) [] - l1='6um' w1='50um' w2='4um'","dB(S(1,1)) [] - l1='8um' w1='50um' w2='4um'","dB(S(1,1)) [] - l1='2um' w1='50um' w2='6um'","dB(S(1,1)) [] - l1='4um' w1='50um' w2='6um'","dB(S(1,1)) [] - l1='6um' w1='50um' w2='6um'","dB(S(1,1)) [] - l1='8um' w1='50um' w2='6um'","dB(S(1,1)) [] - l1='2um' w1='50um' w2='8um'","dB(S(1,1)) [] - l1='4um' w1='50um' w2='8um'","dB(S(1,1)) [] - l1='6um' w1='50um' w2='8um'","dB(S(1,1)) [] - l1='8um' w1='50um' w2='8um'","dB(S(1,1)) [] - l1='2um' w1='60um' w2='2um'","dB(S(1,1)) [] - l1='4um' w1='60um' w2='2um'","dB(S(1,1)) [] - l1='6um' w1='60um' w2='2um'","dB(S(1,1)) [] - l1='8um' w1='60um' w2='2um'","dB(S(1,1)) [] - l1='2um' w1='60um' w2='4um'","dB(S(1,1)) [] - l1='4um' w1='60um' w2='4um'","dB(S(1,1)) [] - l1='6um' w1='60um' w2='4um'","dB(S(1,1)) [] - l1='8um' w1='60um' w2='4um'","dB(S(1,1)) [] - l1='2um' w1='60um' w2='6um'","dB(S(1,1)) [] - l1='4um' w1='60um' w2='6um'","dB(S(1,1)) [] - l1='6um' w1='60um' w2='6um'","dB(S(1,1)) [] - l1='8um' w1='60um' w2='6um'","dB(S(1,1)) [] - l1='2um' w1='60um' w2='8um'","dB(S(1,1)) [] - l1='4um' w1='60um' w2='8um'","dB(S(1,1)) [] - l1='6um' w1='60um' w2='8um'","dB(S(1,1)) [] - l1='8um' w1='60um' w2='8um'","dB(S(1,1)) [] - l1='2um' w2='2um'","dB(S(1,1)) [] - l1='4um' w2='2um'","dB(S(1,1)) [] - l1='6um' w2='2um'","dB(S(1,1)) [] - l1='8um' w2='2um'","dB(S(1,1)) [] - l1='2um' w2='4um'","dB(S(1,1)) [] - l1='4um' w2='4um'","dB(S(1,1)) [] - l1='6um' w2='4um'","dB(S(1,1)) [] - l1='8um' w2='4um'","dB(S(1,1)) [] - l1='2um' w2='6um'","dB(S(1,1)) [] - l1='4um' w2='6um'","dB(S(1,1)) [] - l1='6um' w2='6um'","dB(S(1,1)) [] - l1='8um' w2='6um'","dB(S(1,1)) [] - l1='2um' w2='8um'","dB(S(1,1)) [] - l1='4um' w2='8um'","dB(S(1,1)) [] - l1='6um' w2='8um'","dB(S(1,1)) [] - l1='8um' w2='8um'","dB(S(1,1)) [] - l1='2um' w2='2um'","dB(S(1,1)) [] - l1='4um' w2='2um'","dB(S(1,1)) [] - l1='6um' w2='2um'","dB(S(1,1)) [] - l1='8um' w2='2um'","dB(S(1,1)) [] - l1='2um' w2='4um'","dB(S(1,1)) [] - l1='4um' w2='4um'","dB(S(1,1)) [] - l1='6um' w2='4um'","dB(S(1,1)) [] - l1='8um' w2='4um'","dB(S(1,1)) [] - l1='2um' w2='6um'","dB(S(1,1)) [] - l1='4um' w2='6um'","dB(S(1,1)) [] - l1='6um' w2='6um'","dB(S(1,1)) [] - l1='8um' w2='6um'","dB(S(1,1)) [] - l1='2um' w2='8um'","dB(S(1,1)) [] - l1='4um' w2='8um'","dB(S(1,1)) [] - l1='6um' w2='8um'","dB(S(1,1)) [] - l1='8um' w2='8um'"
4.466666667,-5.261308005,-9.545995223,-10.5881463,-10.56447374,-6.112249033,-11.10584944,-10.04210139,-10.73421545,-8.97260109,-8.612706922,-10.67772291,-9.34636526,-13.00770259,-25.7951383,-10.30950676,-11.97894322,-5.860128379,-8.107035444,-6.129092601,-6.422268651,-9.371115494,-6.684115516,-5.424563999,-9.681225289,-12.02874017,-15.28719055,-13.87647409,-16.30291714,-11.39348802,-8.637902385,-13.33378996,-14.59190339,-4.43565979,-4.763994178,-4.77031874,-6.397929168,-9.0399683,-5.109499109,-4.532376527,-5.388852468,-7.090351938,-9.482523789,-11.00082103,-10.7258774,-9.796371761,-10.80824164,-9.05087662,-11.70950596,-10.22068279,-11.31163036,-13.36836939,-14.20443387,-11.30531255,-13.54433601,-13.46394841,-15.99696267,-9.602155787,-14.98688021,-10.96603629,-25.70018297,-9.468647543,-9.021946706,-14.8274325,-14.34260125,-11.64666291,-11.43982858,-5.779811562,-12.35218998,-8.800103762,-7.308673672,-21.00667953,-11.64120934,-0.750740539,-8.829042109,-20.72613676,-11.69856427,-11.1415475,-9.301468979,-12.0470103,-7.908492998,-5.613006299,-6.565285404,-6.374946928,-3.045781224,-4.629487433,-5.066378435,-7.293428245,-5.253602123,-9.072485352,-10.36783431,-9.504925184,-13.85942275,-9.440914926,-10.60294262,-6.215461116,-7.413259294,-7.895988069,-8.379296018,-7.906440019,-5.539571751,-5.342572865,-6.483987459,-7.373049657,-4.432930854,-10.05235512,-8.165150939,-17.80318357,-12.98370675,-9.115815961,-10.12757958,-7.126450034,-9.843413821
4.48,-5.592833389,-9.069947851,-7.982329789,-7.140836969,-5.886319012,-9.389731338,-13.57387592,-13.93060474,-13.05083792,-9.309978307,-10.46654567,-11.76643207,-15.15329207,-9.836276274,-12.82684844,-15.18751246,-5.74428754,-8.465837904,-6.522386699,-6.365368574,-5.719456112,-6.029937821,-5.658121222,-8.48411873,-10.0749949,-18.02234985,-8.604109626,-17.31802088,-8.834563913,-11.28637462,-14.29166189,-16.69839465,-5.054903815,-4.847803382,-5.631554785,-6.156687992,-5.221987752,-4.672861501,-5.08251297,-6.49409603,-5.429704442,-5.867572062,-11.0635234,-6.499042822,-7.929722242,-9.226406826,-9.292511054,-9.462418511,-10.21059241,-10.17622346,-10.30617551,-10.53390104,-11.06154036,-10.83482566,-10.51318911,-10.96305067,-10.3938931,-11.13316253,-10.67107189,-11.31952195,-11.13974719,-11.32767215,-10.85624635,-11.10018034,-11.48868588,-11.51275537,-10.79868936,-10.65668559,-11.18368958,-7.272086321,-11.08469196,-10.12208131,-11.23493175,-9.130197321,-11.22209686,-9.85516005,-11.09205343,-11.64931202,-13.50417214,-8.523782482,-5.172760655,-5.837278835,-6.074806778,-3.382868424,-4.693011085,-4.549929884,-6.180366941,-3.99837824,-8.130849684,-8.056738423,-6.970271621,-8.883004847,-8.747538952,-9.357835237,-5.909612542,-7.900614883,-6.727542905,-6.614636368,-6.028748987,-4.702642353,-5.348568309,-5.370042895,-7.283040214,-4.419519316,-9.749470053,-6.096707385,-14.88945359,-14.58886862,-8.486912117,-11.14774213,-5.333067846,-14.80980733
4.493333333,-5.839297513,-8.593995646,-7.540526382,-6.704733698,-5.605808796,-7.386743193,-10.93375646,-10.25066635,-17.67319279,-5.560932352,-10.96534273,-16.84232601,-12.00969187,-11.04539926,-14.38197831,-13.15701636,-5.13318971,-8.891571639,-6.179596547,-6.495912564,-3.780820502,-7.012787677,-5.711098679,-8.758214774,-7.667981066,-15.21150349,-5.874316673,-14.42732279,-7.227066809,-10.67137942,-11.58289814,-12.77873503,-5.374978073,-4.209606767,-6.33867328,-6.054818911,-3.8194051,-4.973604437,-5.510969354,-6.359777479,-4.39611048,-4.451710868,-9.156116679,-5.467472563,-6.953930175,-7.893144389,-9.547957735,-8.957528476,-10.20599898,-9.789720504,-9.913199896,-10.4135952,-10.68898687,-10.13058962,-9.803895501,-11.94594949,-10.32980898,-10.57034028,-10.47186346,-10.59897957,-11.22893519,-10.86010011,-11.22866235,-12.7270882,-11.16054859,-10.3323432,-10.2393346,-10.58188216,-7.308156854,-7.253231206,-10.19775117,-10.60002664,-10.79975633,-8.619422938,-9.708854792,-10.84349227,-10.03486878,-11.49016492,-14.31471829,-8.858918938,-4.521677705,-4.801612865,-5.154448731,-3.646935729,-4.568393577,-4.364737576,-5.06057579,-3.324129194,-6.58075667,-5.208017533,-5.114664754,-5.345096253,-7.674322577,-7.946000087,-5.598650795,-5.404814849,-6.089313907,-5.499001817,-4.882915228,-4.176483907,-5.624382881,-4.841714652,-7.477394986,-5.116704278,-8.890451757,-4.146272099,-9.731218387,-9.468327806,-7.655755473,-12.63679772,-4.560004095,-26.64382461
4.506666667,-5.093505731,-8.127844265,-7.759240481,-7.401334153,-5.250370252,-5.135151634,-7.066116098,-6.928971441,-10.75857559,-4.327343878,-9.249151409,-20.07587922,-8.950827586,-10.20579867,-13.68898938,-10.13356103,-4.586304947,-9.369471596,-5.760539222,-6.774459935,-3.333711184,-5.328783905,-5.795240865,-9.549207057,-6.480517555,-11.95953246,-5.556190457,-11.82207416,-7.424848744,-9.26084372,-10.41894665,-11.11821378,-5.293176498,-3.810453877,-6.313255821,-6.093746647,-3.579626578,-5.514433663,-5.848227104,-6.232548902,-3.903028347,-4.440008332,-8.07919394,-5.897827595,-6.970867598,-7.650459431,-9.840467799,-9.580123133,-10.19322299,-10.15243241,-10.28566096,-10.53759224,-11.0737583,-10.83104029,-10.46815838,-11.01354074,-10.37495398,-11.15382814,-10.67566757,-11.65253562,-11.17638062,-11.3194967,-10.88974648,-11.22620336,-11.47695226,-11.4322974,-10.7701087,-10.63257851,-10.92568328,-7.27128535,-11.05706458,-10.132876,-11.22662692,-9.109716081,-11.18068046,-9.899132281,-11.04413381,-11.66159496,-13.6007935,-8.53744825,-4.015651636,-4.180942964,-4.199113667,-3.791299544,-4.304143096,-4.377272722,-4.743959124,-3.162404161,-5.188967775,-4.03563963,-4.095049399,-4.169862132,-6.764009691,-6.754485815,-5.382384995,-4.139938992,-5.831723129,-4.827566845,-4.237472082,-3.978326478,-5.433678844,-4.697678834,-6.188248521,-3.68209785,-6.008857581,-3.685410244,-7.655955047,-6.801597609,-6.827482876,-13.76253603,-4.381069114,-20.28678913
4.52,-4.329088991,-7.682678476,-7.999458997,-8.897237722,-4.796758262,-3.848856705,-6.69979311,-5.999684631,-6.974531271,-4.127837882,-6.782942813,-11.9679784,-7.653671079,-8.693768674,-12.39749979,-8.645891791,-4.4603851,-9.900956178,-5.801035066,-7.17607721,-3.571374386,-5.362552355,-6.184646543,-10.25831688,-6.263475577,-10.20977986,-6.296937136,-10.14159935,-8.817832416,-8.728629109,-10.33017234,-10.81717828,-5.191886919,-3.810411045,-6.058296179,-6.33903629,-3.860972306,-6.128941282,-6.237247192,-6.771525,-3.820066672,-4.942954958,-7.874558971,-7.334667771,-7.553126115,-8.135035197,-10.19499669,-9.721966275,-10.1822213,-9.796467384,-9.930329185,-10.43532302,-10.76427182,-10.20284798,-9.829002751,-11.9149639,-10.31224365,-10.68725349,-10.51312804,-11.15130044,-11.29984569,-10.90671681,-11.28151832,-13.05472014,-11.18693907,-10.29866695,-10.26744152,-10.55671672,-7.458409755,-7.263309929,-10.25801741,-10.55655433,-10.84373861,-8.649297818,-9.815773819,-10.82837174,-10.15261044,-11.54799765,-14.51351663,-8.838431278,-3.948666039,-4.051523761,-3.579880939,-3.861508142,-4.156730302,-4.552166162,-4.822763918,-3.410046199,-4.421740269,-4.01219938,-3.788374657,-3.998531826,-6.252636951,-5.876080638,-5.33083229,-3.954894683,-6.083806978,-4.394263573,-3.978914144,-4.047717802,-5.349323869,-4.842208479,-4.624759541,-3.427088505,-4.175377875,-4.229623543,-6.960000237,-5.900801807,-6.182123084,-12.84919251,-4.626485059,-14.11020402
4.533333333,-4.059329067,-7.278302785,-8.106147833,-11.3889787,-4.243290275,-3.561762784,-7.40640089,-6.281621057,-5.610620352,-4.46731199,-5.449768778,-10.0368451,-7.524727389,-8.131491604,-11.64523189,-8.389040304,-4.685322254,-10.49961518,-6.338211013,-7.679330523,-4.184241812,-6.404409711,-6.98367391,-10.58989311,-6.726998741,-9.613185226,-7.816454151,-9.139474551,-9.473291007,-9.231579542,-10.60170194,-10.24666683,-5.294755577,-4.130378009,-6.142669993,-6.967963071,-4.49134118,-6.808724049,-6.837789583,-7.910928135,-4.027099891,-5.878985746,-8.231445617,-9.596560113,-7.88001367,-9.070309963,-10.64115812,-8.718857628,-10.17833137,-11.14346911,-11.78187386,-13.23190206,-11.36213565,-11.76433662,-11.59780453,-15.47533159,-11.02679871,-13.02159143,-9.665563182,-13.50939889,-11.50400602,-12.50599793,-11.55589458,-26.49905052,-4.231165083,-4.520116401,-4.308782008,-4.925904748,-3.598878005,-3.858262039,-6.397575383,-9.778406067,-7.937863875,-5.210472895,-7.513502373,-10.33894225,-8.267800305,-7.747883691,-8.080362455,-11.65113127,-4.451315662,-4.409032967,-4.010935733,-3.891654946,-4.212156435,-4.893211018,-5.215523384,-4.249163245,-4.298475568,-4.466631272,-4.1030264,-4.516534181,-6.154789983,-5.410002232,-5.512990232,-4.265085713,-7.026056576,-4.156216127,-4.150926881,-4.231322581,-5.519803668,-5.297818529,-4.175492444,-3.701353892,-4.653507974,-5.178356104,-6.986327939,-6.121433124,-5.833119361,-11.36267828,-5.268100372,-11.36888107
4.546666667,-4.233760795,-6.955142301,-8.343497665,-15.7101525,-3.750705289,-3.891284292,-8.095244406,-7.322357185,-5.411442284,-5.191622983,-5.25196283,-11.85342757,-8.111383168,-8.577087511,-11.56392287,-9.11415419,-5.191378054,-11.19163901,-7.354295997,-8.262847282,-5.102108613,-7.855304736,-8.262182351,-10.61641318,-7.767755581,-9.881847651,-10.21473172,-8.623340779,-5.98818829,-10.32916911,-10.88362437,-9.183324499,-5.644482448,-4.748877744,-6.673483484,-8.118962402,-5.471390869,-7.602606004,-7.773772325,-9.188364251,-4.451849506,-7.329318842,-8.945355088,-11.00657445,-6.824421338,-10.15428992,-11.21742291,-7.547581799,-10.17715202,-10.12854545,-10.26485642,-10.54067425,-11.0849929,-10.82454622,-10.42356842,-11.06431147,-10.35752837,-11.1728601,-10.68011234,-12.03084309,-11.21398106,-11.31009771,-10.9255256,-11.39150144,-11.46481403,-11.35158611,-10.74129123,-10.60991803,-10.673926,-7.270739844,-11.02679375,-10.14493434,-11.21732847,-9.08827495,-11.13486294,-9.9459224,-10.99632626,-11.67369734,-13.70164165,-8.551541512,-5.543345601,-5.314934504,-5.421099554,-3.790023213,-4.550031227,-5.436356461,-5.960390702,-6.717792931,-4.648646997,-5.282781185,-5.003964229,-5.901149554,-6.430078979,-5.644602814,-6.002921648,-4.991552652,-8.561115019,-4.266572398,-4.892108503,-0.84096593,-5.944285594,-6.191280945,-4.824570256,-4.475607849,-5.539441406,-6.567930082,-7.510250442,-7.267394161,-5.810753317,-11.26278804,-6.371928738,-9.932309227
4.56,-4.789257449,-6.799541092,-9.135506615,-25.74958127,-4.237339149,-4.655905745,-8.61322311,-9.109034055,-5.864127367,-6.285147505,-5.934881393,-17.23176814,-9.251833134,-9.971826118,-12.10484588,-10.84165287,-6.076328132,-12.0197252,-8.90891012,-8.904192555,-6.347803077,-9.578038261,-10.14250734,-10.56950156,-9.432487706,-10.92340095,-13.49516842,-8.48588775,-5.808323584,-11.41477568,-11.15386594,-8.19781122,-6.257168209,-5.706830854,-7.585247375,-9.084256086,-6.896779392,-8.577504431,-9.060035549,-9.639505487,-5.034389393,-9.394576599,-9.888872643,-9.90807231,-6.023496792,-11.00821442,-11.97789807,-6.839470045,-10.16875236,-9.350754492,-10.54619333,-10.64698553,-11.3597161,-11.50776764,-10.46613751,-11.25832758,-12.77656282,-11.68834744,-11.41508046,-20.8433527,-11.72285735,-12.06440361,-12.08021909,-15.18743465,-9.917064208,-10.29694855,-11.76040974,-10.53234,-10.7366007,-12.91252556,-11.2354874,-11.05163348,-11.73423419,-14.98714424,-14.62465624,-12.13149332,-11.81452,-10.87029386,-12.37856791,-11.31497494,-7.285893421,-6.938970605,-7.733786051,-3.717832473,-5.26753777,-6.261220746,-7.19692435,-13.99980836,-5.393182305,-6.557483542,-6.511028051,-8.622628428,-7.060013826,-7.028968559,-6.853218628,-6.370469175,-9.778214954,-5.187454993,-6.466559675,-6.230630207,-6.631277189,-7.763161883,-6.664039597,-6.126075691,-6.525165327,-8.618292486,-8.458224161,-9.362736942,-6.101659933,-11.66764329,-8.037389346,-9.09842082
4.573333333,-5.750122042,-7.000820247,-10.96178412,-22.19833223,-7.84952503,-5.857346861,-9.410698014,-11.93650512,-6.796895135,-7.81934897,-7.427699611,-23.62869621,-10.98400376,-12.48974913,-13.26719526,-13.96479435,-7.416586975,-13.0506201,-11.16432843,-9.579282033,-7.977672768,-11.5207278,-12.85369939,-10.61197735,-11.92531299,-12.84551199,-17.41213938,-8.675931915,-7.248718976,-12.17756484,-11.56431343,-7.584349315,-7.170251394,-7.076332097,-8.771123853,-9.549600911,-8.962769794,-9.79827323,-10.73283088,-9.10488113,-5.84001646,-11.74852543,-10.97508514,-8.413106599,-7.654534339,-11.45918602,-13.00472479,-6.680084262,-10.16246314,-10.1045986,-10.24378629,-10.54302521,-11.09490258,-10.81507176,-10.37947753,-11.11521368,-10.34164769,-11.18974714,-10.6842163,-12.45572765,-11.25218908,-11.29937854,-10.96365359,-11.64738659,-11.4522487,-11.27057702,-10.71224963,-10.5888113,-10.42830103,-7.270436825,-10.99389231,-10.15830966,-11.20694679,-9.065840658,-11.08451945,-9.995536243,-10.94882745,-11.6854254,-13.80635636,-8.56607085,-9.945346092,-9.623533532,-11.48994918,-5.535499193,-6.502997305,-7.523488797,-9.218869258,-11.68363001,-6.592225543,-8.477635537,-8.629470931,-13.17594507,-8.060234994,-9.613051871,-8.022002365,-9.383347855,-9.912003987,-7.677298619,-9.214797567,-10.50887045,-7.627431546,-10.38810728,-10.02816193,-9.455537333,-7.690162372,-11.69438163,-9.687910082,-12.36779863,-6.71548146,-10.69776978,-10.11387531,-8.277289142
4.586666667,-7.236580182,-7.968509227,-14.59742047,-14.48637112,-15.12150041,-7.61724432,-10.93632926,-16.70465936,-8.186075825,-9.968702188,-9.847014096,-16.12179053,-13.48999219,-16.56460198,-15.16896609,-20.0278633,-9.276273792,-14.38538676,-14.44500801,-10.26178156,-10.0314553,-13.66981414,-16.8498818,-10.81075953,-15.7750465,-16.09204811,-20.68372684,-9.179324567,-9.478262418,-12.71095899,-12.28964409,-7.400453433,-8.447498102,-8.866545848,-10.08171006,-10.48877713,-12.04232388,-11.31447606,-13.52783649,-8.661785927,-7.148108667,-12.47299171,-12.14939826,-7.768417993,-11.65811782,-11.78475586,-14.43398179,-7.055974215,-10.16169759,-9.8062692,-9.949196983,-10.45567614,-10.83149379,-10.27218154,-9.855909728,-11.85170904,-10.2977841,-10.79168745,-10.54843218,-11.7604439,-11.35562849,-10.95030252,-11.32240845,-13.27112493,-11.21247464,-10.26718418,-10.29622833,-10.53526562,-7.614986953,-7.271329584,-10.31813072,-10.51555626,-10.88464427,-8.679512696,-9.9222445,-10.79867779,-10.27499928,-11.59544883,-14.65753019,-8.818113113,-14.30602387,-14.02372367,-17.80498659,-7.139923537,-8.457040415,-9.504242617,-12.64889057,-8.429311275,-8.369028563,-11.20102009,-11.12338036,-18.34371805,-9.443859871,-12.63191285,-9.281256488,-21.49036513,-9.534621608,-12.34092419,-12.93440112,-16.087847,-9.015710664,-14.60952258,-15.45433271,-14.09871292,-9.136808875,-16.02007642,-10.59538177,-15.12179895,-7.716495376,-9.155915899,-11.44582888,-6.197502189
4.6,-9.507065557,-10.41051223,-20.32650051,-10.77681062,-23.32972421,-10.15864676,-12.98504553,-28.1975041,-10.05799784,-13.08976437,-13.39622528,-12.07863066,-17.02641382,-21.20858072,-18.11956009,-36.26975463,-11.90709026,-16.15888096,-19.29841652,-10.92259178,-12.40980139,-15.99491279,-22.81857087,-11.18427036,-22.85397267,-22.29814873,-20.45574721,-10.00958603,-11.97778426,-13.28180339,-13.48847594,-7.664956479,-10.18141008,-10.5649112,-11.3304771,-12.64030267,-17.01604756,-13.15960419,-17.46487742,-9.094163434,-9.059035437,-10.48111794,-13.40068351,-8.22750971,-17.65773965,-12.46382658,-16.51950749,-7.999980392,-10.14924414,-10.08063323,-10.22248194,-10.54452967,-11.10310627,-10.80234938,-10.33594707,-11.16610677,-10.3273407,-11.2039173,-10.68776309,-12.92503846,-11.29053784,-11.28723893,-11.00416935,-12.01482074,-11.43923323,-11.18921714,-10.68299895,-10.56937083,-10.18871192,-7.270362302,-10.95839553,-10.17305584,-11.1953867,-9.042388646,-11.02955195,-10.04794377,-10.90184389,-11.6965512,-13.91440059,-8.581044894,-23.46060387,-19.96806276,-20.87641148,-8.551732315,-11.34773709,-12.37753658,-19.04282097,-7.720567358,-10.78715469,-14.36393959,-13.22987198,-18.26731628,-11.05010704,-14.83610499,-10.25671832,-12.16964395,-9.234324623,-19.6846542,-14.48103693,-26.30170738,-10.87307586,-21.0079363,-24.64932149,-12.88378971,-10.94217698,-18.4131073,-10.93983262,-14.98026396,-9.073053607,-7.997791,-10.92143401,-5.680106783
4.613333333,-13.12762802,-13.54190916,-16.7219828,-8.546737794,-21.08509017,-13.71990976,-13.57524648,-24.52390367,-12.32824476,-17.72470792,-17.19518997,-10.03076622,-21.01493623,-18.17479091,-22.16218049,-19.04308782,-15.75824192,-18.43029017,-23.57529284,-11.52996634,-14.55279248,-18.25786475,-24.64836152,-11.73695076,-36.76252961,-37.71048277,-18.50129329,-11.20524048,-15.76467721,-14.14824712,-15.3371642,-8.4414519,-12.51261918,-9.617654647,-12.37690158,-17.31736152,-27.28703311,-15.36465582,-24.04341747,-10.76865397,-11.69074056,-7.638096753,-14.77654966,-9.921365175,-18.73953825,-13.95281588,-19.83074474,-9.602583056,-10.14423271,-9.818854966,-9.969606058,-10.47468543,-10.89075789,-10.33815632,-9.884475888,-11.7654876,-10.28635978,-10.88355774,-10.57836242,-12.41727614,-11.39728803,-10.9909676,-11.35413075,-13.37563296,-11.23712033,-10.23767706,-10.32557378,-10.51725594,-7.777685026,-7.277585529,-10.37784445,-10.47696037,-10.92261223,-8.709795084,-10.02780283,-10.75772915,-10.40189839,-11.63336726,-14.7510516,-8.798003119,-23.62616134,-17.63489831,-15.79111136,-10.0318234,-14.83943768,-13.7193628,-25.24860871,-7.911609469,-13.48138185,-16.06268866,-14.01745209,-16.44952038,-12.05853738,-15.29675513,-10.73760589,-8.520928172,-9.157817981,-25.3940715,-12.79623503,-24.04477187,-12.8836528,-24.48949099,-43.92361254,-10.47541798,-13.06914302,-15.66396737,-12.45074125,-13.34679494,-10.10046395,-7.330145169,-9.936849964,-9.346674264
4.626666667,-19.69405507,-11.57019928,-11.71182519,-7.107983763,-18.49697408,-17.3174254,-11.63116917,-16.99504655,-14.22658141,-20.5579447,-16.42344548,-9.00214423,-20.97847978,-13.97992335,-23.12731093,-13.69630961,-20.95936109,-20.48770625,-19.77662253,-12.05106459,-15.36692624,-19.67322603,-19.6619579,-12.47456801,-21.07464009,-20.71871724,-17.31692786,-12.83106544,-23.41107453,-15.55008154,-18.06970692,-9.887023398,-15.69921333,-4.877139472,-13.24677691,-24.04279607,-24.87082542,-17.96572079,-28.18844711,-13.0889136,-15.37542761,-3.950075209,-16.39556436,-11.5273829,-14.93715577,-16.63816016,-26.08256916,-11.93003693,-10.13758712,-10.05669664,-10.20098222,-10.54508227,-11.10918293,-10.78612204,-10.2930415,-11.21685918,-10.31463343,-11.21473594,-10.69050891,-13.43047478,-11.32843228,-11.27357515,-11.04705776,-12.29960338,-11.42574411,-11.10745006,-10.65355691,-10.55171488,-9.955082658,-7.270501245,-10.92036318,-10.18922709,-11.18254727,-9.017907013,-10.9698934,-10.10306719,-10.85558976,-11.70680783,-14.02501171,-8.596472317,-15.79839425,-13.64447958,-13.1696569,-11.41344576,-16.13010151,-11.86171658,-18.93427224,-8.49013667,-14.90270602,-15.39635704,-13.47211818,-15.43340199,-11.24654183,-14.41916807,-10.88376054,-7.842357255,-9.303628932,-20.91006346,-11.41167761,-19.5165135,-12.56546791,-21.59857981,-29.77851517,-9.748799127,-15.03536668,-13.27002977,-14.0772515,-12.3322208,-10.49588404,-7.072758195,-9.780945232,-12.24023215
